Facility Code,Facility Name,Division,Type,Owner,Location,Constituency,Beds,Cots,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ART,C-IMCI,FP,HBC,IPD,Mapped_Constituency,Constituencies,Total Population,Male Population,Female Population
19400,sharifik medical clinic,roysambu,medical clinic,private practice - general practitioner,roysambu,roysambu,0,0,clinical officer,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13183,shauri moyo baptist vct centre,kamukunji,vct centre (stand-alone),christian health association of kenya,shauri moyo,kamukunji,0,0,,n,n,operational,n,y,y,y,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13184,shauri moyo clinic,pumwani,medical clinic,local authority,kamukunji,kamukunji,0,0,nursing officer in charge,n,n,operational,n,n,y,n,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
18471,shekina medical clinic,kasarani,medical clinic,private practice - clinical officer,kasarani,kasarani,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13185,shepherds medical clinic maringo,makadara,medical clinic,private enterprise (institution),hamsa,makadara,0,0,nursing officer in charge,y,y,operational,n,n,y,y,y,makadara,MAKADARA,"189,536","96,369","93,157"
19371,shiply medical centre & lab,kasarani,medical clinic,private practice - general practitioner,kasarani,kasarani,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
17389,shree cutchhi leva samaj medical clinic,lang'ata,medical clinic,non-governmental organizations,nairobi west,lang'ata,0,0,doctor in charge,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
13186,silanga (msf belgium) dispensary,kibra,dispensary,non-governmental organizations,laini saba,kibra,0,0,nursing officer in charge,n,n,operational,n,n,y,y,y,kibra,KIBRA,"185,777","94,199","91,569"
20622,silanga community clinic,kibra,dispensary,ministry of health,laini saba,kibra,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
20400,silverdine medical centre(lancet hse),kilimani,medical clinic,private practice - medical specialist,kilimani,dagoretti north,0,0,hospital director,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13187,single mothers association of kenya (smak),central,vct centre (stand-alone),community,central business district,starehe,0,0,,n,n,operational,n,n,n,y,n,starehe,STAREHE,"210,423","109,173","101,238"
18005,south b hospital ltd,south b,nursing home,private practice - general practitioner,mukuru nyayo,starehe,33,3,nursing officer in charge,y,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
13144,south b police band dispensary,south b,dispensary,other public institution,mukuru nyayo,starehe,0,0,nursing officer in charge,n,n,operational,n,n,y,y,y,starehe,STAREHE,"210,423","109,173","101,238"
17390,southern health care,lang'ata,medical clinic,private practice - general practitioner,nairobi west,lang'ata,0,0,doctor in charge,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
13017,soweto kayole phc health centre,embakasi,health centre,non-governmental organizations,kayole,embakasi central,0,0,nursing officer in charge,n,n,operational,y,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
20627,soweto west community clinic,kibra,dispensary,ministry of health,sarang'ombe,kibra,0,0,,n,n,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
13192,special provision clinic,embakasi,medical clinic,non-governmental organizations,umoja,embakasi west,0,0,nursing officer in charge,y,y,not-operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
13193,special treatment clinic,city square,dispensary,local authority,city square,starehe,0,0,nursing officer in charge,n,n,operational,y,n,y,y,y,starehe,STAREHE,"210,423","109,173","101,238"
20054,springs of life lutheran dispensary,kibra,dispensary,christian health association of kenya,sarang'ombe,kibra,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
18219,st alice (edarp) dandora,njiru,medical clinic,kenya episcopal conference-catholic secretariat,dandora,kasarani,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
18495,st aloysius gonzaga school dispensary,lang'ata,dispensary,kenya episcopal conference-catholic secretariat,mugumoini,lang'ata,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
17876,st angela merici health centre (kingeero),lower kabete,health centre,kenya episcopal conference-catholic secretariat,kingeero,westlands,11,2,hospital director,y,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
13196,st annes medical health centre,roysambu,health centre,private enterprise (institution),kahawa,roysambu,0,0,,n,n,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
13197,st ann's clinic,embakasi,medical clinic,private enterprise (institution),kayole,embakasi central,0,0,,n,n,not-operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
18756,st anns medical centre,riruta,medical clinic,private practice - nurse / midwife,riruta,dagoretti south,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
20080,st anselmo medical clinic,umoja,medical clinic,private practice - general practitioner,umoja,embakasi west,3,1,clinical officer,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
17723,st barkita dispensary utawala,embakasi,dispensary,kenya episcopal conference-catholic secretariat,embakasi,embakasi east,6,2,,n,n,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
13198,st begson clinic,embakasi,medical clinic,private enterprise (institution),kayole,embakasi central,5,2,,n,n,operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
13199,st bridget's mother & child,kariokor,dispensary,kenya episcopal conference-catholic secretariat,kariokor,starehe,0,0,clinical officer,n,n,operational,n,y,y,n,y,starehe,STAREHE,"210,423","109,173","101,238"
13200,st catherine's health centre,dagoretti,health centre,private enterprise (institution),kawangware,dagoretti north,6,0,nursing officer in charge,y,y,operational,n,n,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
18465,st clare medical clinic,embakasi,medical clinic,private practice - nurse / midwife,embakasi,embakasi south,6,2,nursing officer in charge,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19896,st eliza medical clinic,lang'ata,medical clinic,private practice - nurse / midwife,laini saba,lang'ata,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
13201,st florence medical care health centre,mountain view,medical clinic,private enterprise (institution),kangemi,westlands,12,0,hospital director,n,n,operational,n,n,y,y,y,westlands,WESTLANDS,"308,854","153,818","155,021"
13202,st francis com hospital,kasarani,other hospital,private enterprise (institution),githurai,kasarani,0,0,,n,n,operational,y,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
17943,st francis community hospital (kasarani),kasarani,other hospital,kenya episcopal conference-catholic secretariat,kasarani,kasarani,100,4,medical superintendant,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13203,st francis health centre (nairobi north),roysambu,health centre,other faith based,githurai,roysambu,0,0,,n,n,operational,n,y,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
19299,st james medical centre,roysambu,medical clinic,private practice - general practitioner,ruaraka,roysambu,0,0,medical superintendant,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19033,st james medical clinic,kibra,medical clinic,private practice - clinical officer,sarang'ombe,kibra,0,0,clinical officer,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
13205,st john hospital,roysambu,other hospital,private enterprise (institution),roysambu,roysambu,42,6,nursing officer in charge,y,y,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
13206,st johns ambulance,central,vct centre (stand-alone),non-governmental organizations,central business district,starehe,0,0,,n,n,operational,n,n,n,y,n,starehe,STAREHE,"210,423","109,173","101,238"
18408,st john's community centre,pumwani,medical clinic,other faith based,pumwani,kamukunji,0,0,medical superintendant,n,n,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
18222,st john's community clinic njiru,njiru,medical clinic,non-governmental organizations,njiru,kasarani,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13207,st joseph (edarp) clinic,pumwani,medical clinic,kenya episcopal conference-catholic secretariat,shauri moyo,kamukunji,0,0,nursing officer in charge,n,n,operational,y,n,y,n,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13208,st joseph mukasa dispensary,kasarani,dispensary,other faith based,kahawa,roysambu,0,0,,n,n,operational,n,y,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
17933,st joseph nursing home,eastleigh north,nursing home,kenya episcopal conference-catholic secretariat,eastleigh north,kamukunji,23,3,,y,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13209,st joseph w dispensary (westlands),mountain view,dispensary,kenya episcopal conference-catholic secretariat,uthiru,westlands,0,0,hospital director,n,n,operational,n,n,y,y,y,westlands,WESTLANDS,"308,854","153,818","155,021"
13210,st joseph's dispensary (dagoretti),dagoretti,dispensary,kenya episcopal conference-catholic secretariat,riruta,dagoretti south,0,0,nursing officer in charge,n,n,operational,n,n,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13213,st lukes (kona) health centre,dagoretti,health centre,private enterprise (institution),riruta,dagoretti south,7,0,,n,n,operational,n,n,y,n,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
17391,st mac's hospital,kibra,dispensary,community,laini saba,kibra,3,0,clinical officer,y,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
13214,st mark medical clinic (nairobi east),dandora,medical clinic,private enterprise (institution),dandora,kasarani,0,0,,n,n,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
13217,st mary's health centre,kasarani,health centre,private enterprise (institution),korogocho,roysambu,0,0,,n,n,operational,n,y,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
17940,st mary's health services,kasarani,health centre,private practice - unspecified,githurai,roysambu,8,0,,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13216,st mary's medical clinic,kibra,maternity home,private enterprise (institution),kibra,kibra,5,0,nursing officer in charge,y,y,operational,n,n,y,y,y,kibra,KIBRA,"185,777","94,199","91,569"
13215,st mary's medical clinic,embakasi,medical clinic,private enterprise (institution),umoja,embakasi central,0,0,,n,n,operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
13218,st mary's mission hospital,lang'ata,other hospital,kenya episcopal conference-catholic secretariat,mugumoini,lang'ata,299,0,medical superintendant,n,n,operational,y,y,y,y,y,langata,LANGATA,"197,489","96,698","100,774"
19438,st maurice medical services,umoja,medical clinic,private practice - nurse / midwife,umoja,embakasi central,2,1,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
13219,st michael clinic,dagoretti,dispensary,private enterprise (institution),golfcourse,dagoretti south,0,0,,n,n,operational,n,n,y,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19332,st michael community nursing home,kasarani,medical clinic,private practice - general practitioner,kahawa,roysambu,6,2,nursing officer in charge,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13222,st patrick health care centre,embakasi,health centre,private enterprise (institution),kayole,embakasi central,12,2,nursing officer in charge,y,y,operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19297,st patrick medical centre,roysambu,medical clinic,private practice - general practitioner,ruaraka,ruaraka,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
17392,st pery's medical clinic,kibra,medical clinic,private practice - nurse / midwife,kibra,kibra,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
13223,st peter dispensary,kasarani,dispensary,private enterprise (institution),kasarani,kasarani,0,0,,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13224,st philips health centre,kasarani,health centre,private enterprise (institution),kariobangi,roysambu,0,0,,n,n,operational,y,n,n,y,n,kasarani,KASARANI,"780,656","381,234","399,385"
17683,st raphael's clinic,embakasi,dispensary,kenya episcopal conference-catholic secretariat,kayole,embakasi east,0,0,,n,n,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19380,st teresa medical clinic ( zimmerman),roysambu,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13227,st teresa's health centre,dagoretti,health centre,private enterprise (institution),kawangware,dagoretti north,2,0,,n,n,operational,n,y,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13226,st teresa's health centre (nairobi north),eastleign south,health centre,private enterprise (institution),eastleigh section iii,kamukunji,0,0,,n,n,operational,n,n,y,n,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13225,st teresa's parish dispensary,eastleigh north,dispensary,other faith based,eastleigh section i,kamukunji,0,0,nursing officer in charge,n,y,operational,n,n,y,y,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13228,st thomas medical clinic,umoja,health centre,private practice - general practitioner,umoja,embakasi central,0,0,nursing officer in charge,y,y,operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
18409,st veronica edarp clinic,eastleigh south,medical clinic,other faith based,eastleigh south,kamukunji,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13230,st vincent catholic clinic,eastleigh north,medical clinic,other faith based,eastleigh north,kamukunji,0,0,,n,n,operational,y,n,n,y,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13229,st vincent clinic (nairobi east),ruai,medical clinic,private enterprise (institution),ruai,kasarani,0,0,,n,n,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
13221,st. odilia's dispensary,lang'ata,dispensary,kenya episcopal conference-catholic secretariat,karen,lang'ata,0,0,nursing officer in charge,n,y,operational,n,n,n,y,y,langata,LANGATA,"197,489","96,698","100,774"
20216,st.catherine catholic church vct,langata,vct centre (stand-alone),kenya episcopal conference-catholic secretariat,nairobi west,lang'ata,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
20574,suba medical centre,kayole,medical clinic,private practice - unspecified,kayole north,embakasi central,4,2,clinical officer,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19381,success medical services,roysambu,medical clinic,private practice - general practitioner,roysambu,roysambu,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
18281,sunbeam medical centre,kangemi,dispensary,private enterprise (institution),kangemi,westlands,6,0,hospital director,y,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
20504,sunrise city medical centre,huruma,medical clinic,private practice - clinical officer,huruma,mathare,0,0,clinical officer,n,y,operational,n,n,n,n,n,mathare,MATHARE,"206,564","106,522","100,028"
19351,sunshine medical & diagnostic centre (nairobi),kariokor,medical clinic,private practice - general practitioner,kariokor,starehe,0,0,doctor in charge,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
18438,sunton cfw clinic,kasarani,medical clinic,private practice - nurse / midwife,kasarani,kasarani,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13233,supkem (liverpool),central,vct centre (stand-alone),non-governmental organizations,central business district,starehe,0,0,,n,n,operational,n,n,n,y,n,starehe,STAREHE,"210,423","109,173","101,238"
20402,support for addiction prevention & treatment in africa,kariokor,medical centre,non-governmental organizations,pangani,starehe,0,0,clinical officer,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19355,supreme health care (ktda house-nairobi),central,medical clinic,private practice - general practitioner,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
17686,susamed medical clinic,embakasi,medical clinic,private practice - nurse / midwife,kayole,embakasi central,2,0,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19394,swop clinic,central,medical clinic,non-governmental organizations,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19719,swop kawangware,kawangware,medical clinic,non-governmental organizations,kawangware,dagoretti south,0,0,,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19271,swop korogocho,roysambu,vct centre (stand-alone),non-governmental organizations,kariobangi,ruaraka,0,0,medical superintendant,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19429,swop outreach project clinic,umoja,medical clinic,non-governmental organizations,savannah,embakasi west,4,2,clinical officer,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18896,swop thika road,kasarani,vct centre (stand-alone),non-governmental organizations,roysambu,roysambu,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13234,tabitha medical clinic,kibra,medical clinic,non-governmental organizations,sarang'ombe,kibra,0,0,,n,n,operational,y,n,y,y,y,kibra,KIBRA,"185,777","94,199","91,569"
17969,taiba medical centre,ngara,health centre,private enterprise (institution),ngara east,starehe,8,1,doctor in charge,y,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19283,tazama dentel clinic,kasarani,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13235,teachers service commission,central,vct centre (stand-alone),other public institution,central business district,starehe,0,0,,n,n,operational,n,n,n,y,n,starehe,STAREHE,"210,423","109,173","101,238"
20540,technical university of kenya student/staff clinic,central,medical clinic,other public institution,city center,starehe,0,0,hospital director,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
13236,tena (pcea) clinic,embakasi,dispensary,christian health association of kenya,umoja,embakasi west,0,0,,n,n,operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19624,terminus medical clinic (dandora),dandora,medical clinic,private practice - general practitioner,dandora,kasarani,0,0,,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
20103,the savannah health services ltd,central,medical centre,private practice - general practitioner,city center,starehe,0,0,hospital director,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
21281,the zambezi hospital limited,langata,sub-district hospital,private enterprise (institution),mugumoini,lang'ata,15,0,hospital director,y,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
17950,thika road health services ltd (kasarani),kasarani,dispensary,private enterprise (institution),kasarani,roysambu,0,0,,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19298,tibaland chemistry & lab,roysambu,medical clinic,private practice - general practitioner,ruaraka,ruaraka,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
18544,touch of health - well-being centre,kilimani,health programme,private practice - unspecified,kilimani,dagoretti north,0,0,,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13237,transcom medical services,central,dispensary,private enterprise (institution),central business district,starehe,0,0,,n,n,operational,n,n,n,y,n,starehe,STAREHE,"210,423","109,173","101,238"
13238,trinity medical care health centre,dagoretti,health centre,private enterprise (institution),riruta,dagoretti north,5,0,,n,n,operational,n,y,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
18335,true light medical clinic,embakasi,medical clinic,private practice - medical specialist,kayole,embakasi central,8,2,,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
20190,tumaini africa,waithaka,vct centre (stand-alone),non-governmental organizations,ruthimitu,dagoretti south,0,0,hospital director,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
17385,tumaini medical centre,kibra,medical clinic,private practice - clinical officer,sarang'ombe,kibra,0,0,clinical officer,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19553,tusker dental laboratory services & laboratory,central,dental clinic,private practice - unspecified,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19555,tusker house medical centre,central,medical clinic,private practice - general practitioner,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
13239,uhuru camp dispensary (o p admin police),lang'ata,dispensary,armed forces,nairobi west,lang'ata,0,0,nursing officer in charge,n,n,operational,n,n,y,y,y,langata,LANGATA,"197,489","96,698","100,774"
17404,uhuru presitige health care,makadara,medical clinic,private practice - nurse / midwife,jericho lumumba,makadara,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
13240,umoja health centre,embakasi,health centre,local authority,umoja,embakasi west,0,0,nursing officer in charge,n,n,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
13241,umoja hospital,embakasi,other hospital,private enterprise (institution),umoja,embakasi west,8,1,,n,n,operational,n,y,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
20187,umoja iii medical centre(njiru),kariobangi south,medical clinic,private practice - clinical officer,kariobangi south,embakasi west,0,0,clinical officer,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18233,umoja vct centre stand alone,embakasi,vct centre (stand-alone),non-governmental organizations,umoja,embakasi west,0,0,,n,n,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19948,united states international university vct,roysambu,vct centre (stand-alone),private practice - unspecified,roysambu,roysambu,0,0,,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19399,unity health care,kasarani,medical clinic,private practice - general practitioner,kahawa,roysambu,0,0,medical superintendant,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
18334,unity nursing home,embakasi,nursing home,private practice - general practitioner,umoja,embakasi west,7,0,nursing officer in charge,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
13242,university of nairobi dispensary,kilimani,dispensary,parastatal,kilimani,dagoretti north,0,0,,n,n,operational,n,n,n,y,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19527,university of nairobi health services,kilimani,medical clinic,other public institution,kilimani,dagoretti north,0,0,,y,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
20098,university of nairobi institute of tropical and infections disease (unitid),knh,training institution in health (stand-alone),parastatal,knh,kibra,0,0,medical superintendant,n,n,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19285,unmet health foundation,ruaraka,medical clinic,private practice - general practitioner,ruaraka,ruaraka,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19476,upendo clinic makadara,makadara,medical clinic,private practice - nurse / midwife,makadara,makadara,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
13243,upendo dispensary,central,dispensary,ministry of health,mathare,mathare,0,0,,n,n,operational,n,n,y,y,y,mathare,MATHARE,"206,564","106,522","100,028"
19375,upendo medical centre (githurai 44),kasarani,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,medical superintendant,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13245,ushirika medical clinic,kibra,health centre,community,sarang'ombe,kibra,18,0,,y,y,operational,n,n,y,y,y,kibra,KIBRA,"185,777","94,199","91,569"
18464,utawala estate health centre,embakasi,health centre,private practice - clinical officer,utawala,embakasi east,10,3,clinical officer,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18628,uthiru muthua dispensary,waithaka,dispensary,ministry of health,uthiru,dagoretti south,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13246,uzima dispensary,kasarani,dispensary,private enterprise (institution),kariobangi,roysambu,0,0,,n,n,operational,n,n,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
17956,uzima vct centre,golf course,vct centre (stand-alone),non-governmental organizations,woodley,dagoretti south,0,0,,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
18202,vegpro in house clinic,embakasi,medical clinic,company medical service,embakasi,embakasi east,2,0,nursing officer in charge,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
13247,victory hospital,embakasi,other hospital,private enterprise (institution),umoja,embakasi west,8,2,,n,n,operational,n,y,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19491,victory medicare,kangemi,medical clinic,private practice - medical specialist,kangemi,westlands,0,0,,n,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
18741,vipawa medical services,kibra,medical clinic,private practice - clinical officer,kibra,kibra,0,0,clinical officer,y,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19485,vips health servises,woodley,dispensary,private enterprise (institution),woodley,kibra,0,0,,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
13249,waithaka health centre,dagoretti,health centre,local authority,waithaka,dagoretti south,10,0,nursing officer in charge,y,y,operational,y,n,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13250,wakibe clinic,central,medical clinic,private enterprise (institution),huruma,starehe,0,0,,n,n,operational,n,n,y,n,y,starehe,STAREHE,"210,423","109,173","101,238"
13251,wamunga health clinic,dandora,medical clinic,private enterprise (institution),dandora,kasarani,0,0,nursing officer in charge,n,y,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
13252,wangu medical clinic,ruai,medical clinic,private enterprise (institution),ruai,kasarani,7,1,,n,n,operational,n,y,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
13253,warazo clinic,kasarani,medical clinic,private enterprise (institution),githurai,ruaraka,0,0,,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19284,wayside medical & dental clinic,roysambu,medical clinic,private practice - general practitioner,roysambu,roysambu,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
18860,wellness program kws hq,langata,medical clinic,parastatal,mugumoini,lang'ata,0,0,,n,n,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
13255,wema cfw clinic,lang'ata,medical clinic,non-governmental organizations,mugumoini,lang'ata,2,0,nursing officer in charge,n,y,operational,n,n,y,n,y,langata,LANGATA,"197,489","96,698","100,774"
17394,wema medical clinic,kibra,maternity home,private practice - nurse / midwife,sarang'ombe,kibra,8,0,nursing officer in charge,y,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19036,wema medical clinic b,kibra,medical clinic,private practice - nurse / midwife,sarang'ombe,kibra,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
13256,wema nursing home,dagoretti,health centre,private enterprise (institution),kawangware,dagoretti north,0,0,,n,n,operational,n,y,y,n,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
